, ,Number of genomes,gene_class
12785,Cluster 12785,1,unique
12786,Cluster 12786,1,unique
12787,Cluster 12787,3,unique
12788,Cluster 12788,1,unique
12789,Cluster 12789,2,unique
12790,Cluster 12790,4,unique
12791,Cluster 12791,1,unique
12792,Cluster 12792,6,unique
12793,Cluster 12793,2,unique
12794,Cluster 12794,2,unique
12795,Cluster 12795,4,unique
12796,Cluster 12796,2,unique
12797,Cluster 12797,3,unique
12798,Cluster 12798,1,unique
12799,Cluster 12799,1,unique
12800,Cluster 12800,6,unique
12801,Cluster 12801,1,unique
12802,Cluster 12802,4,unique
12803,Cluster 12803,2,unique
12804,Cluster 12804,1,unique
12805,Cluster 12805,1,unique
12806,Cluster 12806,1,unique
12807,Cluster 12807,4,unique
12808,Cluster 12808,2,unique
12809,Cluster 12809,1,unique
12810,Cluster 12810,1,unique
12811,Cluster 12811,1,unique
12812,Cluster 12812,2,unique
12813,Cluster 12813,1,unique
12814,Cluster 12814,1,unique
12815,Cluster 12815,1,unique
12816,Cluster 12816,1,unique
12817,Cluster 12817,1,unique
12818,Cluster 12818,63,accessory
12819,Cluster 12819,63,accessory
12820,Cluster 12820,63,accessory
12821,Cluster 12821,63,accessory
12822,Cluster 12822,62,accessory
12823,Cluster 12823,42,accessory
12824,Cluster 12824,20,accessory
12825,Cluster 12825,41,accessory
12826,Cluster 12826,52,accessory
12827,Cluster 12827,63,accessory
12828,Cluster 12828,15,accessory
12829,Cluster 12829,63,accessory
12830,Cluster 12830,2,unique
12831,Cluster 12831,63,accessory
12832,Cluster 12832,17,accessory
12833,Cluster 12833,12,unique
12834,Cluster 12834,57,accessory
12835,Cluster 12835,2,unique
12836,Cluster 12836,2,unique
12837,Cluster 12837,18,accessory
12838,Cluster 12838,3,unique
12839,Cluster 12839,63,accessory
12840,Cluster 12840,12,unique
12841,Cluster 12841,4,unique
12842,Cluster 12842,1,unique
12843,Cluster 12843,1,unique
12844,Cluster 12844,5,unique
12845,Cluster 12845,8,unique
12846,Cluster 12846,16,accessory
12847,Cluster 12847,17,accessory
12848,Cluster 12848,5,unique
12849,Cluster 12849,1,unique
12850,Cluster 12850,5,unique
12851,Cluster 12851,1,unique
12852,Cluster 12852,3,unique
12853,Cluster 12853,2,unique
12854,Cluster 12854,2,unique
12855,Cluster 12855,4,unique
12856,Cluster 12856,1,unique
12857,Cluster 12857,5,unique
12858,Cluster 12858,1,unique
12859,Cluster 12859,1,unique
12860,Cluster 12860,1,unique
12861,Cluster 12861,1,unique
12862,Cluster 12862,1,unique
12863,Cluster 12863,1,unique
12864,Cluster 12864,1,unique
12865,Cluster 12865,2,unique
12866,Cluster 12866,2,unique
12867,Cluster 12867,1,unique
12868,Cluster 12868,1,unique
12869,Cluster 12869,1,unique
12870,Cluster 12870,1,unique
12871,Cluster 12871,3,unique
12872,Cluster 12872,1,unique
12873,Cluster 12873,1,unique
12874,Cluster 12874,1,unique
12875,Cluster 12875,1,unique
12876,Cluster 12876,1,unique
12877,Cluster 12877,63,accessory
12878,Cluster 12878,63,accessory
12879,Cluster 12879,63,accessory
12880,Cluster 12880,2,unique
12881,Cluster 12881,63,accessory
12882,Cluster 12882,63,accessory
12883,Cluster 12883,55,accessory
12884,Cluster 12884,7,unique
12885,Cluster 12885,2,unique
12886,Cluster 12886,3,unique
12887,Cluster 12887,15,accessory
12888,Cluster 12888,9,unique
12889,Cluster 12889,20,accessory
12890,Cluster 12890,2,unique
12891,Cluster 12891,1,unique
12892,Cluster 12892,5,unique
12893,Cluster 12893,16,accessory
12894,Cluster 12894,32,accessory
12895,Cluster 12895,3,unique
12896,Cluster 12896,15,accessory
12897,Cluster 12897,1,unique
12898,Cluster 12898,4,unique
12899,Cluster 12899,9,unique
12900,Cluster 12900,4,unique
12901,Cluster 12901,9,unique
12902,Cluster 12902,2,unique
12903,Cluster 12903,1,unique
12904,Cluster 12904,1,unique
12905,Cluster 12905,2,unique
12906,Cluster 12906,1,unique
12907,Cluster 12907,24,accessory
12908,Cluster 12908,23,accessory
12909,Cluster 12909,1,unique
12910,Cluster 12910,2,unique
12911,Cluster 12911,2,unique
12912,Cluster 12912,2,unique
12913,Cluster 12913,1,unique
12914,Cluster 12914,1,unique
12915,Cluster 12915,2,unique
12916,Cluster 12916,2,unique
12917,Cluster 12917,2,unique
12918,Cluster 12918,1,unique
12919,Cluster 12919,1,unique
12920,Cluster 12920,1,unique
12921,Cluster 12921,1,unique
12922,Cluster 12922,1,unique
12923,Cluster 12923,1,unique
12924,Cluster 12924,1,unique
12925,Cluster 12925,1,unique
12926,Cluster 12926,33,accessory
12927,Cluster 12927,55,accessory
12928,Cluster 12928,63,accessory
12929,Cluster 12929,38,accessory
12930,Cluster 12930,63,accessory
12931,Cluster 12931,63,accessory
12932,Cluster 12932,12,unique
12933,Cluster 12933,30,accessory
12934,Cluster 12934,55,accessory
12935,Cluster 12935,30,accessory
12936,Cluster 12936,12,unique
12937,Cluster 12937,22,accessory
12938,Cluster 12938,2,unique
12939,Cluster 12939,10,unique
12940,Cluster 12940,4,unique
12941,Cluster 12941,1,unique
12942,Cluster 12942,6,unique
12943,Cluster 12943,7,unique
12944,Cluster 12944,23,accessory
12945,Cluster 12945,19,accessory
12946,Cluster 12946,2,unique
12947,Cluster 12947,2,unique
12948,Cluster 12948,1,unique
12949,Cluster 12949,1,unique
12950,Cluster 12950,1,unique
12951,Cluster 12951,5,unique
12952,Cluster 12952,8,unique
12953,Cluster 12953,1,unique
12954,Cluster 12954,15,accessory
12955,Cluster 12955,3,unique
12956,Cluster 12956,2,unique
12957,Cluster 12957,1,unique
12958,Cluster 12958,1,unique
12959,Cluster 12959,8,unique
12960,Cluster 12960,2,unique
12961,Cluster 12961,1,unique
12962,Cluster 12962,1,unique
12963,Cluster 12963,1,unique
12964,Cluster 12964,2,unique
12965,Cluster 12965,2,unique
12966,Cluster 12966,3,unique
12967,Cluster 12967,1,unique
12968,Cluster 12968,1,unique
12969,Cluster 12969,3,unique
12970,Cluster 12970,1,unique
12971,Cluster 12971,1,unique
12972,Cluster 12972,2,unique
12973,Cluster 12973,1,unique
12974,Cluster 12974,1,unique
12975,Cluster 12975,1,unique
12976,Cluster 12976,2,unique
12977,Cluster 12977,3,unique
12978,Cluster 12978,1,unique
12979,Cluster 12979,1,unique
12980,Cluster 12980,1,unique
12981,Cluster 12981,1,unique
12982,Cluster 12982,1,unique
12983,Cluster 12983,1,unique
12984,Cluster 12984,1,unique
12985,Cluster 12985,1,unique
12986,Cluster 12986,1,unique
12987,Cluster 12987,3,unique
12988,Cluster 12988,63,accessory
12989,Cluster 12989,63,accessory
12990,Cluster 12990,55,accessory
12991,Cluster 12991,37,accessory
12992,Cluster 12992,63,accessory
12993,Cluster 12993,63,accessory
12994,Cluster 12994,56,accessory
12995,Cluster 12995,7,unique
12996,Cluster 12996,36,accessory
12997,Cluster 12997,3,unique
12998,Cluster 12998,3,unique
12999,Cluster 12999,3,unique
13000,Cluster 13000,2,unique
13001,Cluster 13001,5,unique
13002,Cluster 13002,15,accessory
13003,Cluster 13003,1,unique
13004,Cluster 13004,2,unique
13005,Cluster 13005,7,unique
13006,Cluster 13006,1,unique
13007,Cluster 13007,2,unique
13008,Cluster 13008,2,unique
13009,Cluster 13009,11,unique
13010,Cluster 13010,5,unique
13011,Cluster 13011,6,unique
13012,Cluster 13012,5,unique
13013,Cluster 13013,1,unique
13014,Cluster 13014,2,unique
13015,Cluster 13015,3,unique
13016,Cluster 13016,1,unique
13017,Cluster 13017,1,unique
13018,Cluster 13018,63,accessory
13019,Cluster 13019,2,unique
13020,Cluster 13020,2,unique
13021,Cluster 13021,2,unique
13022,Cluster 13022,2,unique
13023,Cluster 13023,3,unique
13024,Cluster 13024,2,unique
13025,Cluster 13025,1,unique
13026,Cluster 13026,1,unique
13027,Cluster 13027,5,unique
13028,Cluster 13028,2,unique
13029,Cluster 13029,1,unique
13030,Cluster 13030,1,unique
13031,Cluster 13031,2,unique
13032,Cluster 13032,1,unique
13033,Cluster 13033,1,unique
13034,Cluster 13034,1,unique
13035,Cluster 13035,1,unique
13036,Cluster 13036,63,accessory
13037,Cluster 13037,63,accessory
13038,Cluster 13038,17,accessory
13039,Cluster 13039,63,accessory
13040,Cluster 13040,6,unique
13041,Cluster 13041,62,accessory
13042,Cluster 13042,5,unique
13043,Cluster 13043,63,accessory
13044,Cluster 13044,16,accessory
13045,Cluster 13045,2,unique
13046,Cluster 13046,15,accessory
13047,Cluster 13047,15,accessory
13048,Cluster 13048,8,unique
13049,Cluster 13049,2,unique
13050,Cluster 13050,1,unique
13051,Cluster 13051,3,unique
13052,Cluster 13052,4,unique
13053,Cluster 13053,1,unique
13054,Cluster 13054,1,unique
13055,Cluster 13055,7,unique
13056,Cluster 13056,2,unique
13057,Cluster 13057,3,unique
13058,Cluster 13058,3,unique
13059,Cluster 13059,1,unique
13060,Cluster 13060,7,unique
13061,Cluster 13061,3,unique
13062,Cluster 13062,3,unique
13063,Cluster 13063,1,unique
13064,Cluster 13064,2,unique
13065,Cluster 13065,1,unique
13066,Cluster 13066,1,unique
13067,Cluster 13067,2,unique
13068,Cluster 13068,1,unique
13069,Cluster 13069,1,unique
13070,Cluster 13070,31,accessory
13071,Cluster 13071,1,unique
13072,Cluster 13072,1,unique
13073,Cluster 13073,1,unique
13074,Cluster 13074,1,unique
13075,Cluster 13075,63,accessory
13076,Cluster 13076,63,accessory
13077,Cluster 13077,63,accessory
13078,Cluster 13078,63,accessory
13079,Cluster 13079,10,unique
13080,Cluster 13080,54,accessory
13081,Cluster 13081,45,accessory
13082,Cluster 13082,12,unique
13083,Cluster 13083,8,unique
13084,Cluster 13084,9,unique
13085,Cluster 13085,3,unique
13086,Cluster 13086,2,unique
13087,Cluster 13087,1,unique
13088,Cluster 13088,6,unique
13089,Cluster 13089,46,accessory
13090,Cluster 13090,3,unique
13091,Cluster 13091,22,accessory
13092,Cluster 13092,11,unique
13093,Cluster 13093,7,unique
13094,Cluster 13094,2,unique
13095,Cluster 13095,6,unique
13096,Cluster 13096,2,unique
13097,Cluster 13097,1,unique
13098,Cluster 13098,1,unique
13099,Cluster 13099,1,unique
13100,Cluster 13100,1,unique
13101,Cluster 13101,4,unique
13102,Cluster 13102,1,unique
13103,Cluster 13103,11,unique
13104,Cluster 13104,5,unique
13105,Cluster 13105,11,unique
13106,Cluster 13106,9,unique
13107,Cluster 13107,4,unique
13108,Cluster 13108,7,unique
13109,Cluster 13109,7,unique
13110,Cluster 13110,5,unique
13111,Cluster 13111,5,unique
13112,Cluster 13112,6,unique
13113,Cluster 13113,5,unique
13114,Cluster 13114,2,unique
13115,Cluster 13115,1,unique
13116,Cluster 13116,1,unique
13117,Cluster 13117,94,accessory
13118,Cluster 13118,1,unique
13119,Cluster 13119,1,unique
13120,Cluster 13120,2,unique
13121,Cluster 13121,1,unique
13122,Cluster 13122,2,unique
13123,Cluster 13123,1,unique
13124,Cluster 13124,1,unique
13125,Cluster 13125,1,unique
13126,Cluster 13126,1,unique
13127,Cluster 13127,1,unique
13128,Cluster 13128,1,unique
13129,Cluster 13129,1,unique
13130,Cluster 13130,24,accessory
13131,Cluster 13131,3,unique
13132,Cluster 13132,1,unique
13133,Cluster 13133,1,unique
13134,Cluster 13134,1,unique
13135,Cluster 13135,1,unique
13136,Cluster 13136,1,unique
13137,Cluster 13137,1,unique
13138,Cluster 13138,1,unique
13139,Cluster 13139,1,unique
13140,Cluster 13140,1,unique
13141,Cluster 13141,63,accessory
13142,Cluster 13142,58,accessory
13143,Cluster 13143,57,accessory
13144,Cluster 13144,16,accessory
13145,Cluster 13145,63,accessory
13146,Cluster 13146,63,accessory
13147,Cluster 13147,3,unique
13148,Cluster 13148,63,accessory
13149,Cluster 13149,4,unique
13150,Cluster 13150,2,unique
13151,Cluster 13151,22,accessory
13152,Cluster 13152,14,accessory
13153,Cluster 13153,2,unique
13154,Cluster 13154,1,unique
13155,Cluster 13155,63,accessory
13156,Cluster 13156,16,accessory
13157,Cluster 13157,18,accessory
13158,Cluster 13158,2,unique
13159,Cluster 13159,2,unique
13160,Cluster 13160,1,unique
13161,Cluster 13161,6,unique
13162,Cluster 13162,3,unique
13163,Cluster 13163,1,unique
13164,Cluster 13164,5,unique
13165,Cluster 13165,4,unique
13166,Cluster 13166,2,unique
13167,Cluster 13167,4,unique
13168,Cluster 13168,3,unique
13169,Cluster 13169,1,unique
13170,Cluster 13170,1,unique
13171,Cluster 13171,51,accessory
13172,Cluster 13172,7,unique
13173,Cluster 13173,2,unique
13174,Cluster 13174,1,unique
13175,Cluster 13175,39,accessory
13176,Cluster 13176,1,unique
13177,Cluster 13177,1,unique
13178,Cluster 13178,1,unique
13179,Cluster 13179,1,unique
13180,Cluster 13180,3,unique
13181,Cluster 13181,3,unique
13182,Cluster 13182,2,unique
13183,Cluster 13183,1,unique
13184,Cluster 13184,2,unique
13185,Cluster 13185,3,unique
13186,Cluster 13186,63,accessory
13187,Cluster 13187,3,unique
13188,Cluster 13188,1,unique
13189,Cluster 13189,1,unique
13190,Cluster 13190,2,unique
13191,Cluster 13191,1,unique
13192,Cluster 13192,1,unique
13193,Cluster 13193,1,unique
13194,Cluster 13194,1,unique
13195,Cluster 13195,3,unique
13196,Cluster 13196,2,unique
13197,Cluster 13197,2,unique
13198,Cluster 13198,3,unique
13199,Cluster 13199,1,unique
13200,Cluster 13200,63,accessory
13201,Cluster 13201,63,accessory
13202,Cluster 13202,63,accessory
13203,Cluster 13203,22,accessory
13204,Cluster 13204,15,accessory
13205,Cluster 13205,63,accessory
13206,Cluster 13206,62,accessory
13207,Cluster 13207,63,accessory
13208,Cluster 13208,40,accessory
13209,Cluster 13209,3,unique
13210,Cluster 13210,63,accessory
13211,Cluster 13211,63,accessory
13212,Cluster 13212,63,accessory
13213,Cluster 13213,24,accessory
13214,Cluster 13214,2,unique
13215,Cluster 13215,47,accessory
13216,Cluster 13216,2,unique
13217,Cluster 13217,1,unique
13218,Cluster 13218,1,unique
13219,Cluster 13219,10,unique
13220,Cluster 13220,29,accessory
13221,Cluster 13221,15,accessory
13222,Cluster 13222,18,accessory
13223,Cluster 13223,23,accessory
13224,Cluster 13224,15,accessory
13225,Cluster 13225,7,unique
13226,Cluster 13226,1,unique
13227,Cluster 13227,10,unique
13228,Cluster 13228,1,unique
13229,Cluster 13229,9,unique
13230,Cluster 13230,2,unique
13231,Cluster 13231,5,unique
13232,Cluster 13232,2,unique
13233,Cluster 13233,3,unique
13234,Cluster 13234,1,unique
13235,Cluster 13235,4,unique
13236,Cluster 13236,3,unique
13237,Cluster 13237,2,unique
13238,Cluster 13238,4,unique
13239,Cluster 13239,5,unique
13240,Cluster 13240,1,unique
13241,Cluster 13241,2,unique
13242,Cluster 13242,5,unique
13243,Cluster 13243,2,unique
13244,Cluster 13244,1,unique
13245,Cluster 13245,1,unique
13246,Cluster 13246,1,unique
13247,Cluster 13247,1,unique
13248,Cluster 13248,2,unique
13249,Cluster 13249,3,unique
13250,Cluster 13250,1,unique
13251,Cluster 13251,2,unique
13252,Cluster 13252,1,unique
13253,Cluster 13253,2,unique
13254,Cluster 13254,4,unique
13255,Cluster 13255,1,unique
13256,Cluster 13256,1,unique
13257,Cluster 13257,1,unique
13258,Cluster 13258,1,unique
13259,Cluster 13259,1,unique
13260,Cluster 13260,1,unique
13261,Cluster 13261,20,accessory
13262,Cluster 13262,36,accessory
13263,Cluster 13263,56,accessory
13264,Cluster 13264,22,accessory
13265,Cluster 13265,61,accessory
13266,Cluster 13266,12,unique
13267,Cluster 13267,63,accessory
13268,Cluster 13268,3,unique
13269,Cluster 13269,82,accessory
13270,Cluster 13270,2,unique
13271,Cluster 13271,3,unique
13272,Cluster 13272,2,unique
13273,Cluster 13273,2,unique
13274,Cluster 13274,3,unique
13275,Cluster 13275,33,accessory
13276,Cluster 13276,36,accessory
13277,Cluster 13277,3,unique
13278,Cluster 13278,6,unique
13279,Cluster 13279,1,unique
13280,Cluster 13280,15,accessory
13281,Cluster 13281,18,accessory
13282,Cluster 13282,15,accessory
13283,Cluster 13283,15,accessory
13284,Cluster 13284,23,accessory
13285,Cluster 13285,12,unique
13286,Cluster 13286,2,unique
13287,Cluster 13287,4,unique
13288,Cluster 13288,1,unique
13289,Cluster 13289,6,unique
13290,Cluster 13290,8,unique
13291,Cluster 13291,1,unique
13292,Cluster 13292,6,unique
13293,Cluster 13293,4,unique
13294,Cluster 13294,11,unique
13295,Cluster 13295,1,unique
13296,Cluster 13296,3,unique
13297,Cluster 13297,8,unique
13298,Cluster 13298,8,unique
13299,Cluster 13299,1,unique
13300,Cluster 13300,2,unique
13301,Cluster 13301,1,unique
13302,Cluster 13302,2,unique
13303,Cluster 13303,2,unique
13304,Cluster 13304,1,unique
13305,Cluster 13305,3,unique
13306,Cluster 13306,4,unique
13307,Cluster 13307,2,unique
13308,Cluster 13308,3,unique
13309,Cluster 13309,2,unique
13310,Cluster 13310,1,unique
13311,Cluster 13311,1,unique
13312,Cluster 13312,1,unique
13313,Cluster 13313,2,unique
13314,Cluster 13314,2,unique
13315,Cluster 13315,1,unique
13316,Cluster 13316,2,unique
13317,Cluster 13317,1,unique
13318,Cluster 13318,1,unique
13319,Cluster 13319,2,unique
13320,Cluster 13320,1,unique
13321,Cluster 13321,2,unique
13322,Cluster 13322,6,unique
13323,Cluster 13323,1,unique
13324,Cluster 13324,1,unique
13325,Cluster 13325,1,unique
13326,Cluster 13326,1,unique
13327,Cluster 13327,1,unique
13328,Cluster 13328,1,unique
13329,Cluster 13329,1,unique
13330,Cluster 13330,1,unique
13331,Cluster 13331,1,unique
13332,Cluster 13332,55,accessory
13333,Cluster 13333,5,unique
13334,Cluster 13334,63,accessory
13335,Cluster 13335,63,accessory
13336,Cluster 13336,54,accessory
13337,Cluster 13337,32,accessory
13338,Cluster 13338,2,unique
13339,Cluster 13339,21,accessory
13340,Cluster 13340,46,accessory
13341,Cluster 13341,26,accessory
13342,Cluster 13342,13,unique
13343,Cluster 13343,15,accessory
13344,Cluster 13344,23,accessory
13345,Cluster 13345,1,unique
13346,Cluster 13346,1,unique
13347,Cluster 13347,1,unique
13348,Cluster 13348,1,unique
13349,Cluster 13349,7,unique
13350,Cluster 13350,2,unique
13351,Cluster 13351,1,unique
13352,Cluster 13352,5,unique
13353,Cluster 13353,4,unique
13354,Cluster 13354,3,unique
13355,Cluster 13355,3,unique
13356,Cluster 13356,5,unique
13357,Cluster 13357,1,unique
13358,Cluster 13358,1,unique
13359,Cluster 13359,14,accessory
13360,Cluster 13360,2,unique
13361,Cluster 13361,1,unique
13362,Cluster 13362,3,unique
13363,Cluster 13363,1,unique
13364,Cluster 13364,3,unique
13365,Cluster 13365,1,unique
13366,Cluster 13366,1,unique
13367,Cluster 13367,1,unique
13368,Cluster 13368,1,unique
13369,Cluster 13369,3,unique
13370,Cluster 13370,4,unique
13371,Cluster 13371,1,unique
13372,Cluster 13372,2,unique
13373,Cluster 13373,1,unique
13374,Cluster 13374,1,unique
13375,Cluster 13375,1,unique
13376,Cluster 13376,1,unique
13377,Cluster 13377,1,unique
13378,Cluster 13378,1,unique
13379,Cluster 13379,1,unique
13380,Cluster 13380,1,unique
13381,Cluster 13381,1,unique
13382,Cluster 13382,1,unique
13383,Cluster 13383,63,accessory
13384,Cluster 13384,63,accessory
13385,Cluster 13385,63,accessory
13386,Cluster 13386,63,accessory
13387,Cluster 13387,63,accessory
13388,Cluster 13388,63,accessory
13389,Cluster 13389,63,accessory
13390,Cluster 13390,20,accessory
13391,Cluster 13391,39,accessory
13392,Cluster 13392,8,unique
13393,Cluster 13393,12,unique
13394,Cluster 13394,2,unique
13395,Cluster 13395,7,unique
13396,Cluster 13396,6,unique
13397,Cluster 13397,15,accessory
13398,Cluster 13398,7,unique
13399,Cluster 13399,1,unique
13400,Cluster 13400,1,unique
13401,Cluster 13401,1,unique
13402,Cluster 13402,8,unique
13403,Cluster 13403,1,unique
13404,Cluster 13404,8,unique
13405,Cluster 13405,4,unique
13406,Cluster 13406,9,unique
13407,Cluster 13407,4,unique
13408,Cluster 13408,4,unique
13409,Cluster 13409,5,unique
13410,Cluster 13410,1,unique
13411,Cluster 13411,8,unique
13412,Cluster 13412,3,unique
13413,Cluster 13413,1,unique
13414,Cluster 13414,3,unique
13415,Cluster 13415,6,unique
13416,Cluster 13416,3,unique
13417,Cluster 13417,68,accessory
13418,Cluster 13418,1,unique
13419,Cluster 13419,1,unique
13420,Cluster 13420,1,unique
13421,Cluster 13421,1,unique
13422,Cluster 13422,2,unique
13423,Cluster 13423,2,unique
13424,Cluster 13424,3,unique
13425,Cluster 13425,2,unique
